timestamp,report_id,report_type,description,location,urgency,issue_category,status,verified,upvotes,priority_score
2025-05-29 05:38:54.504134,RPT_302492,suggestion,Urgent monsoon flooding issue reported in Nagpur,Nagpur,high,monsoon flooding,in_progress,True,66,0.8913625950692166
2025-05-27 00:09:57.580913,RPT_452095,suggestion,Request for pollution improvement in Bhopal,Bhopal,medium,pollution,in_progress,True,46,0.2338840113790328
2025-05-03 17:20:25.775305,RPT_356613,information,Community feedback on water shortage in Agra,Agra,high,water shortage,resolved,True,47,0.6551187623407438
2025-05-05 01:39:20.289788,RPT_652210,emergency,Emergency situation regarding housing in Pune,Pune,high,housing,pending,False,27,0.1497326557914147
2025-05-25 16:26:35.097644,RPT_783731,emergency,Emergency situation regarding corruption in Indore,Indore,high,corruption,pending,True,5,0.3944270644476262
2025-05-05 11:11:04.360779,RPT_425255,information,Emergency situation regarding public transport in Agra,Agra,medium,public transport,resolved,True,99,0.7373989669002528
2025-05-21 15:04:12.157306,RPT_734266,appreciation,Request for pollution improvement in Bangalore,Bangalore,high,pollution,in_progress,False,98,0.3575824190309068
2025-05-01 04:36:11.198812,RPT_214679,emergency,Urgent education issue reported in Vadodara,Vadodara,critical,education,resolved,False,35,0.9808694591553397
2025-05-12 08:45:10.336867,RPT_322727,information,Emergency situation regarding traffic congestion in Nashik,Nashik,low,traffic congestion,closed,True,30,0.298725318282393
2025-05-29 06:40:34.508024,RPT_636018,complaint,Urgent healthcare issue reported in Nagpur,Nagpur,critical,healthcare,pending,False,96,0.3331648126629433
2025-05-20 21:28:45.034660,RPT_414031,complaint,Emergency situation regarding pollution in Visakhapatnam,Visakhapatnam,high,pollution,resolved,True,63,0.8679530382983046
2025-05-13 16:51:17.928562,RPT_852633,suggestion,Urgent street lighting issue reported in Delhi,Delhi,medium,street lighting,resolved,False,8,0.25203722893810265
2025-05-29 11:17:28.583903,RPT_354478,complaint,Emergency situation regarding pollution in Pimpri-Chinchwad,Pimpri-Chinchwad,high,pollution,in_progress,True,1,0.5314303943652625
2025-05-07 07:00:07.075134,RPT_475270,suggestion,Urgent pollution issue reported in Visakhapatnam,Visakhapatnam,high,pollution,pending,False,64,0.40813723690766546
2025-05-09 04:00:35.256413,RPT_805451,appreciation,Request for public transport improvement in Vadodara,Vadodara,medium,public transport,closed,False,7,0.34867814064528624
2025-05-20 18:47:02.837206,RPT_469807,information,Urgent road repair issue reported in Surat,Surat,high,road repair,in_progress,True,19,0.3768422420879104
2025-05-04 02:57:19.868319,RPT_460058,information,Community feedback on power outage in Bangalore,Bangalore,critical,power outage,closed,True,49,0.33340330980669386
2025-05-02 18:48:33.242756,RPT_218943,appreciation,Urgent healthcare issue reported in Thane,Thane,high,healthcare,closed,False,75,0.10292369603895812
2025-05-08 23:36:25.725378,RPT_938903,information,Community feedback on water shortage in Thane,Thane,high,water shortage,pending,True,47,0.5779300118227226
2025-05-17 21:53:55.408272,RPT_300689,information,Request for corruption improvement in Ahmedabad,Ahmedabad,medium,corruption,closed,True,13,0.2038279995026866
2025-05-09 15:35:47.059785,RPT_832216,information,Emergency situation regarding traffic congestion in Agra,Agra,low,traffic congestion,closed,False,24,0.5833516084230326
2025-05-16 14:55:03.516336,RPT_999823,complaint,Request for monsoon flooding improvement in Jaipur,Jaipur,critical,monsoon flooding,in_progress,False,78,0.9581765473734268
2025-05-21 21:48:44.470283,RPT_732322,appreciation,Request for street lighting improvement in Kanpur,Kanpur,low,street lighting,in_progress,False,85,0.7729899773335294
2025-05-09 09:21:21.958818,RPT_556734,complaint,Request for corruption improvement in Ghaziabad,Ghaziabad,low,corruption,resolved,False,71,0.3949266644818681
2025-05-18 23:33:25.652522,RPT_578127,suggestion,Community feedback on healthcare in Pimpri-Chinchwad,Pimpri-Chinchwad,low,healthcare,resolved,True,69,0.9577030168025649
2025-05-06 18:12:42.725862,RPT_881779,suggestion,Emergency situation regarding traffic congestion in Delhi,Delhi,low,traffic congestion,pending,False,92,0.720865660679833
2025-05-09 02:46:59.633802,RPT_614791,information,Request for education improvement in Nashik,Nashik,low,education,resolved,True,9,0.8034996130048596
2025-05-04 20:06:28.357184,RPT_381508,emergency,Emergency situation regarding street lighting in Kanpur,Kanpur,high,street lighting,in_progress,False,26,0.9989152510513759
2025-05-23 10:47:10.787137,RPT_521370,appreciation,Emergency situation regarding education in Patna,Patna,high,education,in_progress,True,87,0.031129227690510075
2025-05-06 17:06:34.527511,RPT_777310,complaint,Request for corruption improvement in Thane,Thane,critical,corruption,pending,True,82,0.8948440922443052
2025-05-26 06:59:42.875520,RPT_166934,emergency,Urgent corruption issue reported in Delhi,Delhi,medium,corruption,resolved,False,45,0.3307625646561523
2025-05-19 19:21:29.709349,RPT_704327,appreciation,Request for water shortage improvement in Visakhapatnam,Visakhapatnam,high,water shortage,pending,False,20,0.30014119333677447
2025-05-18 10:56:39.967507,RPT_405536,information,Urgent public transport issue reported in Pimpri-Chinchwad,Pimpri-Chinchwad,low,public transport,closed,True,70,0.6455705550875648
2025-05-20 08:08:21.361476,RPT_322779,emergency,Community feedback on corruption in Ludhiana,Ludhiana,medium,corruption,pending,False,14,0.6714212972049423
2025-05-20 16:29:21.755913,RPT_435495,emergency,Emergency situation regarding education in Mumbai,Mumbai,medium,education,pending,False,99,0.4616103873269095
2025-05-10 06:48:18.514902,RPT_122284,suggestion,Emergency situation regarding water shortage in Indore,Indore,low,water shortage,resolved,False,78,0.006232051871682853
2025-05-15 07:42:26.020799,RPT_979329,information,Community feedback on street lighting in Bangalore,Bangalore,medium,street lighting,resolved,True,94,0.013454502721154338
2025-05-15 20:07:17.202891,RPT_652612,emergency,Community feedback on housing in Mumbai,Mumbai,critical,housing,resolved,True,71,0.5868220967796592
2025-05-04 05:33:50.540436,RPT_670271,information,Request for healthcare improvement in Indore,Indore,low,healthcare,closed,False,58,0.2014371584831104
2025-05-14 02:24:12.266090,RPT_648808,suggestion,Urgent pollution issue reported in Chennai,Chennai,medium,pollution,resolved,False,51,0.25854539511037
2025-05-14 12:11:28.866943,RPT_763892,information,Urgent traffic congestion issue reported in Ludhiana,Ludhiana,high,traffic congestion,in_progress,False,92,0.3502451270603688
2025-05-08 09:06:19.921455,RPT_997429,information,Request for garbage collection improvement in Indore,Indore,critical,garbage collection,resolved,False,73,0.24137796209522056
2025-05-02 20:14:31.311049,RPT_497620,appreciation,Emergency situation regarding pollution in Pimpri-Chinchwad,Pimpri-Chinchwad,high,pollution,pending,True,1,0.3792258979085663
2025-04-30 08:27:26.608333,RPT_928795,suggestion,Request for public transport improvement in Ahmedabad,Ahmedabad,medium,public transport,closed,False,8,0.14137770213490852
2025-04-30 21:43:40.002234,RPT_398757,suggestion,Emergency situation regarding monsoon flooding in Pune,Pune,high,monsoon flooding,in_progress,True,88,0.981354114299544
2025-05-20 21:40:09.789268,RPT_993607,information,Emergency situation regarding road repair in Nagpur,Nagpur,high,road repair,in_progress,False,84,0.4458877729437706
2025-05-24 18:11:57.193422,RPT_899519,appreciation,Request for education improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,medium,education,pending,False,2,0.13096340125103978
2025-05-29 03:24:38.301151,RPT_975155,emergency,Emergency situation regarding power outage in Lucknow,Lucknow,critical,power outage,closed,False,94,0.3651299264032448
2025-04-30 20:09:58.921595,RPT_468856,information,Community feedback on traffic congestion in Bangalore,Bangalore,high,traffic congestion,closed,False,20,0.3517456700495716
2025-05-28 07:39:52.966501,RPT_189147,appreciation,Urgent traffic congestion issue reported in Jaipur,Jaipur,critical,traffic congestion,closed,False,82,0.6904179847605353
2025-05-25 06:35:00.627264,RPT_169116,suggestion,Request for water shortage improvement in Agra,Agra,critical,water shortage,closed,False,36,0.5223169155236241
2025-05-21 01:46:55.582396,RPT_435547,appreciation,Emergency situation regarding healthcare in Patna,Patna,medium,healthcare,pending,False,69,0.852571142736852
2025-05-16 11:46:28.461488,RPT_981671,information,Request for traffic congestion improvement in Bhopal,Bhopal,low,traffic congestion,pending,False,42,0.04732942736585832
2025-05-28 11:57:06.556163,RPT_963477,suggestion,Urgent road repair issue reported in Indore,Indore,high,road repair,in_progress,False,90,0.3433429924094036
2025-05-13 03:13:42.889127,RPT_755131,suggestion,Urgent power outage issue reported in Surat,Surat,medium,power outage,closed,True,3,0.805488967056897
2025-05-19 19:44:29.454602,RPT_500658,appreciation,Request for healthcare improvement in Kanpur,Kanpur,medium,healthcare,resolved,False,82,0.18461085057028037
2025-05-25 14:49:36.223105,RPT_128617,emergency,Community feedback on healthcare in Hyderabad,Hyderabad,medium,healthcare,in_progress,True,74,0.15040867155020454
2025-05-14 23:53:07.938004,RPT_908852,suggestion,Community feedback on road repair in Ghaziabad,Ghaziabad,high,road repair,in_progress,True,100,0.8945269992861765
2025-05-11 00:01:33.344112,RPT_502321,appreciation,Request for pollution improvement in Vadodara,Vadodara,medium,pollution,in_progress,True,76,0.3708173743397035
2025-05-18 00:26:30.895860,RPT_575228,suggestion,Urgent traffic congestion issue reported in Agra,Agra,low,traffic congestion,closed,False,40,0.624232173393025
2025-05-18 09:19:28.590215,RPT_323906,suggestion,Request for traffic congestion improvement in Chennai,Chennai,medium,traffic congestion,closed,False,25,0.17318075196108762
2025-05-10 08:27:41.211929,RPT_164908,appreciation,Community feedback on healthcare in Chennai,Chennai,high,healthcare,pending,False,11,0.12224781355355563
2025-05-08 02:10:39.430828,RPT_825534,information,Request for road repair improvement in Delhi,Delhi,medium,road repair,in_progress,True,46,0.576382283001131
2025-05-16 17:05:29.380453,RPT_104841,suggestion,Community feedback on street lighting in Mumbai,Mumbai,high,street lighting,closed,True,64,0.6777302488964508
2025-05-08 00:57:39.104887,RPT_869937,suggestion,Request for garbage collection improvement in Visakhapatnam,Visakhapatnam,critical,garbage collection,closed,False,70,0.4025991375552401
2025-05-08 10:09:14.276645,RPT_218638,suggestion,Emergency situation regarding road repair in Hyderabad,Hyderabad,critical,road repair,resolved,False,2,0.1257887751477369
2025-05-13 16:52:12.124162,RPT_559633,appreciation,Emergency situation regarding education in Vadodara,Vadodara,low,education,in_progress,True,77,0.2204538721965692
2025-05-19 21:45:31.575160,RPT_759286,complaint,Urgent healthcare issue reported in Mumbai,Mumbai,low,healthcare,closed,True,91,0.6765738153703102
2025-04-30 08:24:11.584994,RPT_651024,information,Emergency situation regarding power outage in Chennai,Chennai,low,power outage,resolved,True,50,0.761356371463951
2025-05-07 09:04:01.371508,RPT_572492,information,Community feedback on pollution in Patna,Patna,high,pollution,in_progress,True,81,0.6220816318847507
2025-05-04 18:27:10.043500,RPT_913629,complaint,Community feedback on housing in Chennai,Chennai,medium,housing,resolved,False,79,0.9833713650544079
2025-05-16 01:18:34.586389,RPT_271951,suggestion,Request for street lighting improvement in Thane,Thane,high,street lighting,closed,True,97,0.2629743212248504
2025-05-29 16:14:39.454693,RPT_470755,information,Request for housing improvement in Visakhapatnam,Visakhapatnam,medium,housing,closed,True,32,0.19274592920746825
2025-05-21 16:47:27.136799,RPT_781831,appreciation,Emergency situation regarding pollution in Kanpur,Kanpur,medium,pollution,pending,False,46,0.6357616572691633
2025-05-26 06:50:10.702860,RPT_221258,complaint,Emergency situation regarding pollution in Pune,Pune,low,pollution,pending,True,76,0.4995572097418304
2025-05-14 12:12:24.838115,RPT_130391,appreciation,Emergency situation regarding education in Vadodara,Vadodara,high,education,in_progress,True,31,0.5666279926670984
2025-05-05 04:54:09.527817,RPT_961969,information,Community feedback on housing in Agra,Agra,low,housing,pending,False,87,0.9187334598325945
2025-05-28 22:59:38.620132,RPT_308712,suggestion,Emergency situation regarding power outage in Mumbai,Mumbai,critical,power outage,in_progress,True,50,0.23539947816064366
2025-05-07 04:03:08.364158,RPT_679938,emergency,Emergency situation regarding power outage in Vadodara,Vadodara,low,power outage,in_progress,False,28,0.2980144302603498
2025-05-17 16:52:07.690521,RPT_240145,emergency,Community feedback on healthcare in Ghaziabad,Ghaziabad,low,healthcare,in_progress,False,50,0.10478589927221393
2025-05-17 17:13:24.879158,RPT_159104,information,Urgent healthcare issue reported in Jaipur,Jaipur,low,healthcare,resolved,True,91,0.40263806069492536
2025-05-25 20:09:19.926675,RPT_753296,information,Emergency situation regarding road repair in Mumbai,Mumbai,medium,road repair,closed,False,30,0.5427341340794838
2025-05-23 05:20:17.951325,RPT_159221,appreciation,Request for healthcare improvement in Ahmedabad,Ahmedabad,medium,healthcare,closed,False,57,0.9023092388176333
2025-04-30 22:04:37.405123,RPT_246860,appreciation,Request for traffic congestion improvement in Pune,Pune,high,traffic congestion,closed,False,22,0.4470913190682819
2025-05-13 02:08:17.876644,RPT_236040,emergency,Urgent traffic congestion issue reported in Delhi,Delhi,medium,traffic congestion,in_progress,True,60,0.34199631738080805
2025-05-07 21:53:49.109720,RPT_576421,appreciation,Community feedback on housing in Jaipur,Jaipur,medium,housing,closed,False,51,0.2476119026289062
2025-05-01 09:29:55.700143,RPT_365372,information,Emergency situation regarding traffic congestion in Bhopal,Bhopal,critical,traffic congestion,in_progress,False,18,0.058636729207439786
2025-05-12 10:44:19.651220,RPT_994837,suggestion,Urgent public transport issue reported in Jaipur,Jaipur,low,public transport,pending,True,41,0.3704433974741672
2025-05-23 05:32:33.518525,RPT_254747,information,Community feedback on corruption in Mumbai,Mumbai,medium,corruption,pending,False,31,0.7723857922193271
2025-05-02 02:22:20.178015,RPT_655100,complaint,Request for road repair improvement in Visakhapatnam,Visakhapatnam,critical,road repair,pending,True,63,0.4842328212269492
2025-05-21 20:24:18.596674,RPT_987415,suggestion,Request for corruption improvement in Ahmedabad,Ahmedabad,low,corruption,in_progress,True,57,0.506267961665631
2025-05-29 11:42:11.527609,RPT_241962,information,Urgent public transport issue reported in Kolkata,Kolkata,high,public transport,pending,True,38,0.8658420537088215
2025-05-14 07:50:11.884225,RPT_928722,information,Urgent power outage issue reported in Vadodara,Vadodara,low,power outage,in_progress,True,37,0.8608631669923998
2025-05-03 20:37:17.377530,RPT_553203,complaint,Urgent education issue reported in Ludhiana,Ludhiana,medium,education,resolved,True,87,0.0024537236038479904
2025-05-09 16:07:28.745755,RPT_527347,suggestion,Request for housing improvement in Nagpur,Nagpur,low,housing,closed,False,88,0.43933778728954587
2025-05-14 15:36:24.616536,RPT_948111,emergency,Urgent monsoon flooding issue reported in Kanpur,Kanpur,high,monsoon flooding,pending,False,58,0.7174406074574862
2025-05-16 05:44:30.670545,RPT_942227,suggestion,Urgent power outage issue reported in Ghaziabad,Ghaziabad,low,power outage,resolved,False,60,0.8904889637161327
2025-05-05 18:20:33.196653,RPT_454843,complaint,Community feedback on road repair in Kolkata,Kolkata,medium,road repair,closed,True,34,0.5510555370000504
2025-05-12 12:48:21.204669,RPT_138156,suggestion,Community feedback on pollution in Patna,Patna,critical,pollution,resolved,True,93,0.12765413669456582
2025-05-20 21:48:19.581872,RPT_850639,emergency,Community feedback on power outage in Ghaziabad,Ghaziabad,low,power outage,in_progress,True,57,0.5983271865411431
2025-05-05 15:44:03.050964,RPT_610437,information,Urgent healthcare issue reported in Chennai,Chennai,high,healthcare,pending,False,62,0.2389711984726307
2025-05-13 15:06:25.515874,RPT_982511,appreciation,Urgent education issue reported in Pimpri-Chinchwad,Pimpri-Chinchwad,high,education,closed,False,44,0.41086074822264007
2025-05-18 03:58:57.845510,RPT_850761,appreciation,Request for garbage collection improvement in Bangalore,Bangalore,medium,garbage collection,closed,False,14,0.7884364332012449
2025-05-16 18:06:41.147857,RPT_253607,emergency,Urgent corruption issue reported in Thane,Thane,high,corruption,pending,False,20,0.3748656440652276
2025-05-04 20:41:34.790810,RPT_168419,suggestion,Urgent water shortage issue reported in Bangalore,Bangalore,medium,water shortage,resolved,True,84,0.08875339744494093
2025-05-26 04:59:01.241066,RPT_723637,information,Community feedback on traffic congestion in Nagpur,Nagpur,critical,traffic congestion,resolved,False,3,0.15651718788420088
2025-05-21 13:31:53.814361,RPT_862627,emergency,Emergency situation regarding healthcare in Nashik,Nashik,critical,healthcare,closed,True,100,0.015022207171372814
2025-04-30 08:09:22.862598,RPT_710118,suggestion,Community feedback on pollution in Pimpri-Chinchwad,Pimpri-Chinchwad,medium,pollution,resolved,True,98,0.47476661836161205
2025-04-30 04:53:28.965012,RPT_461587,appreciation,Urgent traffic congestion issue reported in Visakhapatnam,Visakhapatnam,low,traffic congestion,closed,False,25,0.8751576890201376
2025-05-04 02:07:33.854965,RPT_861216,complaint,Urgent public transport issue reported in Bangalore,Bangalore,high,public transport,in_progress,True,68,0.362809935266193
2025-05-15 15:57:01.879265,RPT_229894,complaint,Community feedback on street lighting in Pimpri-Chinchwad,Pimpri-Chinchwad,low,street lighting,closed,False,88,0.3051205837825378
2025-05-04 00:00:53.332729,RPT_900846,emergency,Emergency situation regarding housing in Ludhiana,Ludhiana,medium,housing,pending,False,90,0.9691861744298836
2025-05-09 04:50:48.888102,RPT_212582,complaint,Request for road repair improvement in Surat,Surat,high,road repair,in_progress,False,18,0.44353104231524765
2025-05-09 16:19:37.008676,RPT_556782,suggestion,Request for pollution improvement in Ahmedabad,Ahmedabad,high,pollution,closed,False,64,0.6691353037559732
2025-05-27 18:38:16.161319,RPT_227159,appreciation,Urgent power outage issue reported in Bangalore,Bangalore,medium,power outage,in_progress,False,68,0.17368987766066457
2025-05-08 16:20:11.180157,RPT_737773,emergency,Request for garbage collection improvement in Pune,Pune,high,garbage collection,closed,False,63,0.83051963057664
2025-05-16 06:57:56.945115,RPT_581445,emergency,Community feedback on monsoon flooding in Visakhapatnam,Visakhapatnam,critical,monsoon flooding,resolved,True,6,0.9443901918912277
2025-05-27 08:59:37.270811,RPT_366759,appreciation,Urgent power outage issue reported in Ghaziabad,Ghaziabad,medium,power outage,pending,True,49,0.8914308055065266
2025-05-28 17:19:04.806540,RPT_147054,emergency,Emergency situation regarding corruption in Lucknow,Lucknow,high,corruption,pending,False,85,0.12871994373619977
2025-05-09 22:28:42.489213,RPT_982500,suggestion,Community feedback on street lighting in Hyderabad,Hyderabad,medium,street lighting,closed,False,16,0.7170441011830754
2025-05-02 14:10:10.565049,RPT_766397,suggestion,Request for corruption improvement in Nagpur,Nagpur,critical,corruption,closed,True,59,0.5028340717811847
2025-05-23 20:49:58.449812,RPT_486011,information,Urgent public transport issue reported in Ahmedabad,Ahmedabad,critical,public transport,closed,False,0,0.947194490131662
2025-05-17 22:23:47.368692,RPT_734449,information,Request for power outage improvement in Surat,Surat,critical,power outage,closed,True,96,0.7521627425685486
2025-05-22 15:03:16.534095,RPT_902829,appreciation,Emergency situation regarding power outage in Patna,Patna,critical,power outage,in_progress,True,83,0.9214165029023723
2025-05-05 16:10:26.091520,RPT_428652,information,Urgent housing issue reported in Ludhiana,Ludhiana,high,housing,closed,True,26,0.14825824969926704
2025-05-14 09:00:41.132612,RPT_335368,complaint,Emergency situation regarding traffic congestion in Nashik,Nashik,critical,traffic congestion,in_progress,True,79,0.9282248201112426
2025-05-17 21:46:52.100566,RPT_192086,information,Emergency situation regarding education in Ludhiana,Ludhiana,low,education,closed,True,17,0.6116445750531407
2025-05-23 12:57:38.669415,RPT_848530,appreciation,Community feedback on water shortage in Pune,Pune,high,water shortage,pending,False,75,0.46564664046314264
2025-05-02 04:03:27.660565,RPT_980315,complaint,Emergency situation regarding corruption in Hyderabad,Hyderabad,medium,corruption,in_progress,True,11,0.9995532187023853
2025-05-15 19:23:46.440408,RPT_745538,suggestion,Urgent education issue reported in Thane,Thane,critical,education,resolved,True,68,0.8959341987555007
2025-05-08 00:03:16.066777,RPT_637733,information,Emergency situation regarding education in Patna,Patna,low,education,pending,True,52,0.008820844670625383
2025-05-05 00:20:58.108110,RPT_501874,emergency,Emergency situation regarding public transport in Agra,Agra,high,public transport,closed,False,10,0.8125664689924754
2025-05-18 13:10:34.898448,RPT_217364,appreciation,Community feedback on public transport in Thane,Thane,high,public transport,pending,True,49,0.4137856638435429
2025-05-24 01:26:10.490101,RPT_187340,complaint,Urgent road repair issue reported in Pimpri-Chinchwad,Pimpri-Chinchwad,critical,road repair,in_progress,False,32,0.8742270046003036
2025-05-28 03:11:13.438750,RPT_200671,complaint,Request for road repair improvement in Ludhiana,Ludhiana,low,road repair,closed,False,5,0.3808626213613149
2025-05-03 16:50:00.496956,RPT_413010,information,Emergency situation regarding pollution in Kanpur,Kanpur,critical,pollution,closed,True,22,0.9010113985111284
2025-05-01 11:55:32.145555,RPT_284697,emergency,Urgent monsoon flooding issue reported in Patna,Patna,medium,monsoon flooding,closed,True,4,0.4151130738046165
2025-05-28 22:24:11.073531,RPT_901344,complaint,Urgent monsoon flooding issue reported in Ahmedabad,Ahmedabad,critical,monsoon flooding,resolved,True,7,0.5951198260694694
2025-05-14 14:32:55.387163,RPT_420237,complaint,Community feedback on road repair in Thane,Thane,medium,road repair,resolved,True,79,0.5551361079269016
2025-05-13 05:53:53.680861,RPT_474374,emergency,Community feedback on water shortage in Surat,Surat,low,water shortage,in_progress,True,15,0.9855677807061318
2025-05-04 16:55:59.454340,RPT_545225,information,Urgent corruption issue reported in Patna,Patna,medium,corruption,resolved,True,76,0.10648839896347306
2025-05-11 10:12:48.835907,RPT_980630,emergency,Emergency situation regarding healthcare in Ludhiana,Ludhiana,low,healthcare,pending,False,70,0.570795914450859
